Sample ID	User ID	Distance	Start Time	End Time	Run Time	Max Speed	Calories	Temperature	Note	Max Pulse	Avg Pulse	Max Elevation	Min Elevation	Humidity	Coordinates KML	Coordinates Excel	Button
24401a80-dd87-4ae9-813c-4ba66e3ec600	215077355	0	2025-04-11 06:59:18	2025-04-11 06:59:35	0.28596666666666665	0.0	0	N/A				N/A	N/A	N/A	N/A	N/A	N/A
5076dfbe-03cf-40dc-8f4c-6a11b74cf985	215077355	5200	2025-04-11 05:02:13	2025-04-11 07:01:13	119.0		454	N/A				N/A	N/A	N/A	N/A	N/A	N/A
