Activity ID	Start Time UTC	End Time UTC	Duration	Timeline
3	2025-04-09 04:52:16	2025-04-09 05:08:34	13.22	"<button type=""button"" class=""btn btn-light btn-sm"" onclick=""openTimeline('3')"">Show Timeline</button>"
