Activity ID	Name	Start Time UTC	End Time UTC	Location	Source	Version	Temperature	Weather	Duration	Calories	Max Speed	Mean Speed	Steps	Distance	Pace	Cadence
3	Wednesday Morning Run	2025-04-09 04:52:16	2025-04-09 05:08:34	outdoors	com.nike.sport.running.droid	4.64.0	33.75	partly-cloudy-day	13.22	22.21	5.46	1.95	635.0	0.43	30.83	48.05
